"batsman1","bowler1","totalRuns"
"T Mishra","Mudassar Bukhari",1
"T Mishra","NG Jones",1
"T Mishra","PA van Meekeren",5
"T Mishra","PR Stirling",17
"T Mishra","Shoaib Akhtar",10
"T Mishra","SL Malinga",2
"T Mishra","ST Jayasuriya",1
"T Mishra","Syed Rasel",5
"T Mishra","Umar Gul",3
"T Mishra","WB Rankin",29
"T Mishra","WPUJC Vaas",11
"T Munyonga","AS Joseph",1
"T Munyonga","B Shikongo",9
"T Munyonga","BFW de Leede",1
"T Munyonga","BM Scholtz",9
"T Munyonga","D Wiese",7
"T Munyonga","HH Pandya",1
"T Munyonga","Janak Prakash",1
"T Munyonga","JN Frylinck",15
"T Munyonga","LV van Beek",4
"T Munyonga","MG Erasmus",9
"T Munyonga","Mohammed Shami",4
"T Munyonga","OC McCoy",1
"T Munyonga","R Trumpelmann",8
"T Munyonga","S Vijayakumar",1
"T Munyonga","Sidhant Singh",29
"T Munyonga","TH David",1
"T Munyonga","TJG Pringle",2
"T Munyonga","V Baskaran",13
"T Nightingale","A Nathwani",1
"T Nightingale","Abdullah Sheikh",9
"T Nightingale","Ahmadullah Shinwari",7
"T Nightingale","Asad Ali Rehemtulla",13
"T Nightingale","Atif Kamal",4
"T Nightingale","Bilal Safdar",10
"T Nightingale","C Rumistrzewicz",8
"T Nightingale","CW Perchard",6
"T Nightingale","D Birrell",4
"T Nightingale","EJB Miles",3
"T Nightingale","Ibrahim Jabarkhel",1
"T Nightingale","J Sumerauer",6
"T Nightingale","KC D'Souza",6
"T Nightingale","LA Burns",1
"T Nightingale","Mohammad Kamran",1
"T Nightingale","P Malav",8
"T Nightingale","P Mishra",14
"T Nightingale","R Dhiman",7
"T Nightingale","Raja Adeel",1
"T Nightingale","S Kushretha",4
"T Nightingale","SKS Gill",6
"T Nightingale","V Vijh",6
"T Nightingale","Vinay Ravi",15
"T Nightingale","Wahidullah Sahak",15
"T Nightingale","Yasir Ali",3
"T Nightingale","Zain Ahmad",2
"T Nightingale","Zulqarnain Haider (2)",2
"T Panyangara","Asghar Stanikzai",1
"T Panyangara","Dawlat Zadran",1
"T Panyangara","Gulbadin Naib",15
"T Panyangara","Imran Khan (1)",1
"T Panyangara","Mustafizur Rahman",4
"T Panyangara","Shafiul Islam",1
"T Parima","AJ Michael",2
"T Parima","AL Stephen",14
"T Parima","D Wotu",9
"T Parima","DP Michael",1
"T Parima","J Batinibulu",7
"T Parima","PK Matautaava",8
"T Parima","SM Tupou",10
"T Parima","TS Waqavakatoga",1
"T Parima","W Nalisa",11
"T Perera","BM Scholtz",6
"T Perera","C Waiswa",5
"T Perera","E Isaneez",6
"T Perera","F Damiao Couana",12
"T Perera","F Nsubuga",3
"T Perera","H Ssenyondo",1
"T Perera","HA Chohan",10
"T Perera","HN Ya France",24
"T Perera","IO Okpe",6
"T Perera","JB Abega",7
"T Perera","JJ Huo",2
"T Perera","JN Frylinck",16
"T Perera","LA Simango",5
"T Perera","M Fru",13
"T Perera","MG Erasmus",6
"T Perera","Mohameed Taiwo",2
"T Perera","RK Kiseto",14
"T Perera","SA Jumbe",1
"T Perera","T Lungameni",9
"T Perera","VD Adewoye",5
"T Perera","Z Groenewald",12
"T Perera","ZE Matsinhe",7
"T Rajiv","Amoluk Singh",1
"T Rajiv","DM Nakrani",3
"T Rajiv","F Nsubuga",5
"T Rajiv","GM Ntambalika",5
"T Rajiv","J Ghadiyali",1
"T Rajiv","M Abdulla",6
"T Rajiv","MV Matsau",15
"T Rajiv","N Magagula",10
"T Rajiv","TD Chaoana",11
"T Rajiv","TG Thamae",2
"T Rajiv","Umair Qasim",16
"T Rajiv","YYM Jakda",8
"T Ritawa","N Nipiko",1
"T Ritawa","Obed Yosef",5
"T Ritawa","TS Waqavakatoga",1
"T Rossi","IG Holland",1
"T Shamsi","A Zampa",1
"T Shamsi","AC Agar",2
"T Shamsi","AR Patel",1
"T Shamsi","Avesh Khan",3
"T Shamsi","Haris Rauf",1
"T Shamsi","MA Starc",1
"T Singye","Karan KC",4
"T Singye","L Shafeeg",6
"T Singye","LN Rajbanshi",2
"T Singye","P Sarraf",1
"T Singye","Rashid Khan (2)",4
"T Stubbs","Afif Hossain",5
"T Stubbs","AR Patel",5
"T Stubbs","Arshdeep Singh",5
"T Stubbs","AU Rashid",11
"T Stubbs","BJ McCarthy",7
"T Stubbs","CJ Jordan",13
"T Stubbs","DJ Willey",8
"T Stubbs","DL Chahar",2
"T Stubbs","GJ Delany",1
"T Stubbs","HH Pandya",1
"T Stubbs","HV Patel",2
"T Stubbs","MM Ali",22
"T Stubbs","Mohammad Nawaz (3)",1
"T Stubbs","Mohammad Wasim",2
"T Stubbs","Mohammed Siraj",7
"T Stubbs","MR Adair",16
"T Stubbs","Mustafizur Rahman",2
"T Stubbs","Naseem Shah",2
"T Stubbs","RJ Gleeson",13
"T Stubbs","RJW Topley",13
"T Stubbs","Shadab Khan",10
"T Stubbs","Shaheen Shah Afridi",3
"T Stubbs","SM Curran",15
"T Stubbs","UT Yadav",7
"T Taibu","A Mishra",12
"T Taibu","AB Dinda",5
"T Taibu","CP Schofield",2
"T Taibu","DAJ Bracewell",6
"T Taibu","J Theron",4
"T Taibu","Junaid Khan",1
"T Taibu","KD Mills",1
"T Taibu","KS Williamson",2
"T Taibu","MD Bates",7
"T Taibu","Mohammad Hafeez",3
"T Taibu","NL McCullum",6
"T Taibu","PP Ojha",16
"T Taibu","R Ashwin",12
"T Taibu","R Vinay Kumar",4
"T Taibu","RJ Nicol",1
"T Taibu","RM Hira",5
"T Taibu","Saeed Ajmal",5
"T Taibu","SE Bond",11
"T Taibu","Sohail Khan",14
"T Taibu","Sohail Tanvir",12
"T Taibu","TG Southee",9
"T Taibu","WD Parnell",7
"T Taibu","Yasir Shah",8
"T Taylor","Aaron Jones",3
"T Taylor","AC Douglas",12
"T Taylor","D Heyliger",9
"T Taylor","DC Stovell",1
"T Taylor","DMW Rawlins",2
"T Taylor","GDR Eranga",3
"T Taylor","K Gore",6
"T Taylor","N Dutta",13
"T Taylor","NK Patel",4
"T Taylor","OGL Bascome",5
"T Taylor","Saad Bin Zafar",5
"T Taylor","TK Patel",8
"T Thushara","Naved-ul-Hasan",1
"T Thushara","Saeed Ajmal",2
"T Thushara","Umar Gul",1
"T Tshose","Akhil Anil",2
"T Tshose","C Waiswa",4
"T Tshose","DK Anefie",14
"T Tshose","F Damiao Couana",24
"T Tshose","FA Cossa",4
"T Tshose","G Sesay",1
"T Tshose","JC Darji",4
"T Tshose","Jitin Singh",17
"T Tshose","JJ Huo",21
"T Tshose","R Bakum",1
"T Tshose","S Conteh",3
"T Ulutuna","Muhammad Farooq",1
"T van der Gugten","Abdur Razzak",8
"T van der Gugten","Aizaz Khan",2
"T van der Gugten","Anshuman Rath",2
"T van der Gugten","BE Hendricks",1
"T van der Gugten","BTJ Wheal",2
"T van der Gugten","CJA Amini",14
"T van der Gugten","Dawlat Zadran",1
"T van der Gugten","DW Steyn",1
"T van der Gugten","Hamid Hassan",1
"T van der Gugten","Hamza Tahir",8
"T van der Gugten","J Little",9
"T van der Gugten","JH Davey",3
"T van der Gugten","Karan KC",11
"T van der Gugten","LL Tsotsobe",6
"T van der Gugten","MRJ Watt",5
"T van der Gugten","N Pokana",14
"T van der Gugten","N Vanua",12
"T van der Gugten","Shafiul Islam",4
"T van der Gugten","SM Sharif",2
"T van der Gugten","Sompal Kami",1
"T van der Gugten","WB Rankin",2
"T Vanuarua","N Nipiko",4
"T Vanuarua","SM Tupou",8
"T Wangchuk","M Syahadat Ramli",2
"T Wangchuk","Pavandeep Singh",2
"T Wangchuk","Syazrul Idrus",1
"T Whiteman","Ali Waqar",2
"T Whiteman","Ashiqullah Said",10
"T Whiteman","Asif Bevinje",6
"T Whiteman","HV Mandhyan",10
"T Whiteman","Khalid Ahmadi",1
"T Whiteman","LP Kasturiarachchige",2
"T Whiteman","Murid Ekrami",2
"T Whiteman","Naveed Ahmed",6
"T Whiteman","NSK Mehta",19
"T Whiteman","P Taylor",18
"T Whiteman","Razmal Shigiwal",2
"T Whiteman","S Vashisht",1
"T Whiteman","S Wickramasekara",23
"T Whiteman","SA Mohandas",11
"T Whiteman","Saber Zakhil",11
"T Whiteman","Sazzad Hosen",5
"T Whiteman","SMK Waththage",7
"T Yotharat","Azyan Farhath",3
"T Yotharat","Ibrahim Rizan",1
"T Yotharat","Khizar Hayat",1
"T Yotharat","Syazrul Idrus",1
"T Yotharat","Virandeep Singh",4
"T Zotos","M Jenkinson",6
"T Zotos","Sami Ullah",1
"TA Blundell","A Zampa",3
"TA Blundell","AC Agar",5
"TA Blundell","AJ Tye",6
"TA Blundell","Faheem Ashraf",1
"TA Blundell","Mahedi Hasan",4
"TA Blundell","Mahmudullah",1
"TA Blundell","Mohammad Amir",2
"TA Blundell","Mohammad Saifuddin",16
"TA Blundell","Mustafizur Rahman",9
"TA Blundell","Nasum Ahmed",4
"TA Blundell","Shakib Al Hasan",8
"TA Boult","A Zampa",4
"TA Boult","AD Russell",5
"TA Boult","AJ Tye",1
"TA Boult","CJ Jordan",4
"TA Boult","DL Chahar",1
"TA Boult","HMRKB Herath",1
"TA Boult","HV Patel",1
"TA Boult","Imran Tahir",1
"TA Boult","JA Richardson",1
"TA Boult","JW Dernbach",3
"TA Boult","KW Richardson",1
"TA Boult","Mohammad Wasim",2
"TA Boult","SL Malinga",2
"TA Boult","SM Curran",2
"TA Boult","ST Finn",1
"TA Boult","TK Curran",2
"Tafseer Ali","Ahmed Wardak",1
"Tafseer Ali","AW Hawkins-Kay",5
"Tafseer Ali","B Ward",3
"Tafseer Ali","BDH Stevens",7
"Tafseer Ali","C Rumistrzewicz",3
"Tafseer Ali","DE Martel",1
"Tafseer Ali","DG Blampied",2
"Tafseer Ali","DR Hooper",2
"Tafseer Ali","HAM Shah",4
"Tafseer Ali","Izatullah Dawlatzai",1
"Tafseer Ali","J Sumerauer",2
"Tafseer Ali","JL Martel",1
"Tafseer Ali","Mohammad Kamran",1
"Tafseer Ali","Raja Adeel",4
"Tafseer Ali","SA Ahmad",1
"Tafseer Ali","W Peatfield",3
"Tafseer Ali","Yasir Ali",5
"Tafseer Ali","Zulqarnain Haider (2)",2
"Taher Muhammad","ACF Stokes",1
"Taher Muhammad","Aqib Iqbal",3
"Taher Muhammad","KC D'Souza",1
"Taher Muhammad","P Mishra",6
"Taher Muhammad","R Dhiman",2
"Taher Muhammad","S Kushretha",2
"Taher Muhammad","Sahel Zadran",2
"Taher Muhammad","Shahil Momin",2
"Talha Khan","A Nathwani",10
"Talha Khan","Abdullah Akbarjan",7
"Talha Khan","Ahmadullah Shinwari",5
"Talha Khan","Anik Ahmed",12
"Talha Khan","Anmoldeep Singh",3
"Talha Khan","Aqib Iqbal",7
"Talha Khan","Atif Mehmood",15
"Talha Khan","Azam Khalil",10
"Talha Khan","B Ward",3
"Talha Khan","Baz Aybui",13
"Talha Khan","C Rumistrzewicz",7
"Talha Khan","CW Perchard",11
"Talha Khan","Dawood Ahmadzai",13
"Talha Khan","DG Blampied",13
"Talha Khan","DKD Warnakulasuriya",3
"Talha Khan","EJB Miles",6
"Talha Khan","GP Meade",2
"Talha Khan","H Carlyon",8
"Talha Khan","Hamid Mahmood",14
"Talha Khan","Ibrahim Jabarkhel",3
"Talha Khan","J Little",5
"Talha Khan","J Perman",1
"Talha Khan","J Sumerauer",3
"Talha Khan","Kashif Daud",1
"Talha Khan","Khalid Zahid",10
"Talha Khan","LA Burns",6
"Talha Khan","Lemar Momand",2
"Talha Khan","Mohammad Kamran",8
"Talha Khan","MR Adair",4
"Talha Khan","P Bhart",7
"Talha Khan","PD Hennessy",12
"Talha Khan","Rahmatullah Mangal",2
"Talha Khan","Raja Adeel",27
"Talha Khan","Raza Iqbal",6
"Talha Khan","S Waqas Ahmed",2
"Talha Khan","Shahil Momin",11
"Talha Khan","Tasaduq Hussain",5
"Talha Khan","TC Vine",8
"Talha Khan","U Shahid",3
"Talha Khan","Usman Arif (2)",2
"Talha Khan","Usman Khan",7
"Talha Khan","Vinay Ravi",10
"Talha Khan","Waleed Rana",8
"Talha Khan","Yasir Ali",29
"Talha Khan","Zahoor Khan",1
"Talha Khan","Zaker Taqawi",8
"TAM Siriwardana","A Zampa",20
"TAM Siriwardana","AJ Tye",4
"TAM Siriwardana","AM Phangiso",6
"TAM Siriwardana","Amjad Javed",2
"TAM Siriwardana","Anwar Ali",6
"TAM Siriwardana","C Munro",3
"TAM Siriwardana","CJ Jordan",1
"TAM Siriwardana","D Wiese",6
"TAM Siriwardana","DJ Bravo",9
"TAM Siriwardana","DJ Willey",6
"TAM Siriwardana","GD Elliott",2
"TAM Siriwardana","HH Pandya",7
"TAM Siriwardana","Imad Wasim",13
"TAM Siriwardana","Imran Tahir",3
"TAM Siriwardana","IS Sodhi",6
"TAM Siriwardana","JA Richardson",8
"TAM Siriwardana","JJ Bumrah",23
"TAM Siriwardana","JP Faulkner",6
"TAM Siriwardana","KA Pollard",6
"TAM Siriwardana","Mashrafe Mortaza",2
"TAM Siriwardana","MJ Henry",12
"TAM Siriwardana","MJ McClenaghan",17
"TAM Siriwardana","Mohammad Irfan",15
"TAM Siriwardana","Mustafizur Rahman",1
"TAM Siriwardana","PJ Cummins",7
"TAM Siriwardana","R Ashwin",14
"TAM Siriwardana","RA Jadeja",20
"TAM Siriwardana","Rohan Mustafa",4
"TAM Siriwardana","Shahid Afridi",13
"TAM Siriwardana","Shoaib Malik",3
"TAM Siriwardana","SK Raina",11
"TAM Siriwardana","Sohail Tanvir",9
"TAM Siriwardana","TA Boult",2
"TAM Siriwardana","TM Head",5
"TAM Siriwardana","Wahab Riaz",3
"Tamim Iqbal","A Dananjaya",50
"Tamim Iqbal","A Nehra",21
"Tamim Iqbal","A Symonds",6
"Tamim Iqbal","Aamir Kaleem",12
"Tamim Iqbal","AD Russell",54
"Tamim Iqbal","AG Cremer",13
"Tamim Iqbal","Ahsan Malik",26
"Tamim Iqbal","Amir Ali",12
"Tamim Iqbal","AR Cusack",2
"Tamim Iqbal","AR McBrine",11
"Tamim Iqbal","AR Nurse",11
"Tamim Iqbal","AV Lalcheta",29
"Tamim Iqbal","B Kumar",5
"Tamim Iqbal","B Lee",6
"Tamim Iqbal","B Regmi",3
"Tamim Iqbal","BAW Mendis",1
"Tamim Iqbal","Bilal Khan",11
"Tamim Iqbal","BM Wheeler",25
"Tamim Iqbal","BMAJ Mendis",4
"Tamim Iqbal","BV Vitori",10
"Tamim Iqbal","CB Mpofu",3
"Tamim Iqbal","CH Gayle",9
"Tamim Iqbal","CJ Anderson",1
"Tamim Iqbal","CR Brathwaite",11
"Tamim Iqbal","CRD Fernando",1
"Tamim Iqbal","CT Mumba",18
"Tamim Iqbal","D Wiese",3
"Tamim Iqbal","Dawlat Zadran",7
"Tamim Iqbal","DBL Powell",9
"Tamim Iqbal","DJ Bravo",1
"Tamim Iqbal","DJG Sammy",13
"Tamim Iqbal","DR Smith",4
"Tamim Iqbal","DR Tuffey",2
"Tamim Iqbal","DSK Madushanka",9
"Tamim Iqbal","DT Johnston",14
"Tamim Iqbal","DT Tiripano",2
"Tamim Iqbal","DW Steyn",11
"Tamim Iqbal","GC Tonge",6
"Tamim Iqbal","GH Dockrell",13
"Tamim Iqbal","Haris Rauf",12
"Tamim Iqbal","Hasan Ali",1
"Tamim Iqbal","I Udana",2
"Tamim Iqbal","Iftikhar Ahmed",10
"Tamim Iqbal","IK Pathan",1
"Tamim Iqbal","Imad Wasim",49
"Tamim Iqbal","J Botha",5
"Tamim Iqbal","J Louw",7
"Tamim Iqbal","JD Unadkat",17
"Tamim Iqbal","JF Mooney",1
"Tamim Iqbal","JJ Bumrah",20
"Tamim Iqbal","JK Mukhiya",4
"Tamim Iqbal","JP Duminy",1
"Tamim Iqbal","K Santokie",12
"Tamim Iqbal","KAJ Roach",11
"Tamim Iqbal","Karim Janat",12
"Tamim Iqbal","Karim Sadiq",4
"Tamim Iqbal","Khawar Ali",12
"Tamim Iqbal","KJ Abbott",8
"Tamim Iqbal","KMA Paul",14
"Tamim Iqbal","KOK Williams",4
"Tamim Iqbal","LM Jongwe",14
"Tamim Iqbal","LV van Beek",30
"Tamim Iqbal","M Ansari",22
"Tamim Iqbal","M Morkel",1
"Tamim Iqbal","MA Aponso",14
"Tamim Iqbal","MA Starc",4
"Tamim Iqbal","MC Sorensen",9
"Tamim Iqbal","MD Gunathilaka",12
"Tamim Iqbal","Mehran Khan",5
"Tamim Iqbal","MG Johnson",12
"Tamim Iqbal","MJ Clarke",4
"Tamim Iqbal","MJ Henry",2
"Tamim Iqbal","MJ Santner",2
"Tamim Iqbal","MN Samuels",19
"Tamim Iqbal","Mohammad Amir",16
"Tamim Iqbal","Mohammad Hafeez",30
"Tamim Iqbal","Mohammad Hasnain",23
"Tamim Iqbal","Mohammad Irfan",5
"Tamim Iqbal","Mohammad Nabi",11
"Tamim Iqbal","Mohammad Sami",12
"Tamim Iqbal","Mohammed Siraj",5
"Tamim Iqbal","MR Swart",21
"Tamim Iqbal","Mudassar Bukhari",18
"Tamim Iqbal","Mujeeb Ur Rahman",12
"Tamim Iqbal","N M'shangwe",12
"Tamim Iqbal","N Madziva",30
"Tamim Iqbal","N Pradeep",17
"Tamim Iqbal","NL McCullum",2
"Tamim Iqbal","NLTC Perera",10
"Tamim Iqbal","NM Coulter-Nile",1
"Tamim Iqbal","NW Bracken",2
"Tamim Iqbal","O Thomas",8
"Tamim Iqbal","P Khadka",19
"Tamim Iqbal","P Utseya",4
"Tamim Iqbal","PA van Meekeren",13
"Tamim Iqbal","PJ Ongondo",5
"Tamim Iqbal","PM Seelaar",19
"Tamim Iqbal","PR Stirling",6
"Tamim Iqbal","PVD Chameera",10
"Tamim Iqbal","PW Borren",18
"Tamim Iqbal","R Ashwin",7
"Tamim Iqbal","R Rampaul",2
"Tamim Iqbal","RA Jadeja",1
"Tamim Iqbal","Rashid Khan",5
"Tamim Iqbal","RE van der Merwe",19
"Tamim Iqbal","RK Kleinveldt",1
"Tamim Iqbal","RM West",5
"Tamim Iqbal","Rumman Raees",5
"Tamim Iqbal","S Badree",27
"Tamim Iqbal","SC Williams",12
"Tamim Iqbal","Shadab Khan",25
"Tamim Iqbal","Shaheen Shah Afridi",12
"Tamim Iqbal","Shahid Afridi",8
"Tamim Iqbal","Shapoor Zadran",18
"Tamim Iqbal","Shoaib Akhtar",1
"Tamim Iqbal","Shoaib Malik",15
"Tamim Iqbal","Sikandar Raza",15
"Tamim Iqbal","SL Malinga",18
"Tamim Iqbal","SM Pollock",8
"Tamim Iqbal","SMSM Senanayake",9
"Tamim Iqbal","SN Thakur",27
"Tamim Iqbal","Sohail Khan",14
"Tamim Iqbal","Sohail Tanvir",22
"Tamim Iqbal","Sompal Kami",4
"Tamim Iqbal","SP Narine",21
"Tamim Iqbal","SR Clark",2
"Tamim Iqbal","SS Cottrell",21
"Tamim Iqbal","SW Masakadza",10
"Tamim Iqbal","T Muzarabani",9
"Tamim Iqbal","T Panyangara",20
"Tamim Iqbal","T van der Gugten",15
"Tamim Iqbal","TA Boult",19
"Tamim Iqbal","TG Southee",12
"Tamim Iqbal","TGJ Gruijters",14
"Tamim Iqbal","TJ Murtagh",12
"Tamim Iqbal","TLW Cooper",9
"Tamim Iqbal","TM Dilshan",2
"Tamim Iqbal","TM Odoyo",6
"Tamim Iqbal","TS Chisoro",5
"Tamim Iqbal","Umar Gul",25
"Tamim Iqbal","Usman Shinwari",1
"Tamim Iqbal","W Madhevere",8
"Tamim Iqbal","Wahab Riaz",1
"Tamim Iqbal","Washington Sundar",7
"Tamim Iqbal","WB Rankin",27
"Tamim Iqbal","WD Parnell",6
"Tamim Iqbal","WP Masakadza",6
"Tamim Iqbal","WPUJC Vaas",2
"Tamim Iqbal","YK Pathan",4
"Tamim Iqbal","YS Chahal",1
"Tamim Iqbal","Z Khan",10
"Tamoor Sajjad","A Bohara",2
"Tamoor Sajjad","A Krishna",21
"Tamoor Sajjad","Abdul Majid",10
"Tamoor Sajjad","Ahmed Raza",15
"Tamoor Sajjad","Amjad Mahboob",1
"Tamoor Sajjad","Anasim Khan",4
"Tamoor Sajjad","Anwar Rahman",12
"Tamoor Sajjad","CR Suryawanshi",1
"Tamoor Sajjad","Fitri Sham",3
"Tamoor Sajjad","Ilyas Ahmed",5
"Tamoor Sajjad","Imran Anwar",2
"Tamoor Sajjad","Imran Butt",3
"Tamoor Sajjad","Janak Prakash",1
"Tamoor Sajjad","LN Rajbanshi",7
"Tamoor Sajjad","M Syahadat Ramli",9
"Tamoor Sajjad","MNM Aslam",6
"Tamoor Sajjad","Mohammad Ahsan",9
"Tamoor Sajjad","Muhammad Kashif",3
"Tamoor Sajjad","Pavandeep Singh",1
"Tamoor Sajjad","R Rohan",1
"Tamoor Sajjad","Rohan Mustafa",13
"Tamoor Sajjad","S Vijayakumar",7
"Tamoor Sajjad","Sarfaraz Ali",4
"Tamoor Sajjad","Shiraz Khan",23
"Tamoor Sajjad","Sultan Ahmed (2)",1
"Tamoor Sajjad","V Baskaran",2
"Tamoor Sajjad","Virandeep Singh",1
"Tanwir Afzal","Aamir Kaleem",1
"Tanwir Afzal","Amir Hamza",1
"Tanwir Afzal","AR Cusack",6
"Tanwir Afzal","AV Lalcheta",2
"Tanwir Afzal","B Regmi",1
"Tanwir Afzal","Dawlat Zadran",12
"Tanwir Afzal","DT Tiripano",16
"Tanwir Afzal","Farhan Ahmed",2
"Tanwir Afzal","Hamid Hassan",4
"Tanwir Afzal","J Little",5
"Tanwir Afzal","JH Davey",3
"Tanwir Afzal","KJ O'Brien",13
"Tanwir Afzal","Mehran Khan",6
"Tanwir Afzal","Mohammad Nabi",3
"Tanwir Afzal","Mohammad Naveed",5
"Tanwir Afzal","MRJ Watt",14
"Tanwir Afzal","P Khadka",2
"Tanwir Afzal","RD Berrington",6
"Tanwir Afzal","RML Taylor",36
"Tanwir Afzal","Sagar Pun",2
"Tanwir Afzal","Shapoor Zadran",1
"Tanwir Afzal","SM Sharif",2
"Tanwir Afzal","Sompal Kami",4
"Tanwir Afzal","T Panyangara",9
"Tanwir Afzal","TL Chatara",6
"Tanwir Afzal","Zeeshan Maqsood",15
"Taranjeet Singh","A Ashokan",19
"Taranjeet Singh","A Djorovic",8
"Taranjeet Singh","A Mene-Ejegi",5
"Taranjeet Singh","A Nanda",4
"Taranjeet Singh","A Reyes",14
"Taranjeet Singh","A Turkmen",1
"Taranjeet Singh","A Venkatesh",2
"Taranjeet Singh","AG Weligamage",17
"Taranjeet Singh","Ahsan Khan",1
"Taranjeet Singh","Ali Waqar",8
"Taranjeet Singh","Amar Sharma",38
"Taranjeet Singh","B Arora",19
"Taranjeet Singh","B George",16
"Taranjeet Singh","BA Pai",8
"Taranjeet Singh","Bakhtiar Tahiri",12
"Taranjeet Singh","Bilal Muhammad",40
"Taranjeet Singh","CJ Langford",9
"Taranjeet Singh","E Kuyumcu",10
"Taranjeet Singh","Gurpratap Singh",2
"Taranjeet Singh","H Lakov",32
"Taranjeet Singh","HV Mandhyan",15
"Taranjeet Singh","Imran Ameer",14
"Taranjeet Singh","J Albin",17
"Taranjeet Singh","J Shaju",24
"Taranjeet Singh","K Gilham",1
"Taranjeet Singh","L Bruce",9
"Taranjeet Singh","M Sarenac",5
"Taranjeet Singh","MJ Ansell",13
"Taranjeet Singh","N Advani",7
"Taranjeet Singh","N Zimonjic",18
"Taranjeet Singh","Naveed Ahmed",34
"Taranjeet Singh","NK Tiwari",1
"Taranjeet Singh","NR Johns-Wickberg",2
"Taranjeet Singh","R Cunningham",22
"Taranjeet Singh","Ritik Tomar",15
"Taranjeet Singh","RJ Hatchman",5
"Taranjeet Singh","Rohan Bhavesh Patel",12
"Taranjeet Singh","S Bodha",19
"Taranjeet Singh","S Davizi",18
"Taranjeet Singh","S Sengupta",16
"Taranjeet Singh","SA Mohandas",17
"Taranjeet Singh","Sazib Bhuiyan",17
"Taranjeet Singh","Tejwinder Singh",7
"Taranjeet Singh","V Zimonjic",34
"Taranjeet Singh","VP Thamotharam",14
"Taranjeet Singh","WAE Burton",11
"Taranjeet Singh","Washeem Abbas",32
"Taranjeet Singh","WJ Cope",1
"Tariq Aziz","Atif Mehmood",4
"Tariq Aziz","BA Pai",4
"Tariq Aziz","E Packard",10
"Tariq Aziz","MG Hunter",2
"Tariq Aziz","MO Bacarese",5
"Tariq Aziz","RJ Hatchman",2
"Tarun Yadav","AA Gajic",2
"Tarun Yadav","MV Pavlovic",6
"Tasaduq Hussain","Muslim Yar",1
"Tasaduq Hussain","V Ganesan",1
"Taskin Ahmed","A Nehra",1
"Taskin Ahmed","A Nortje",4
"Taskin Ahmed","A Zampa",3
"Taskin Ahmed","AF Milne",5
"Taskin Ahmed","AL Phehlukwayo",4
"Taskin Ahmed","AM Fernando",7
"Taskin Ahmed","Arshdeep Singh",1
"Taskin Ahmed","B Muzarabani",1
"Taskin Ahmed","Bilal Khan",1
"Taskin Ahmed","C Karunaratne",4
"Taskin Ahmed","D Pretorius",2
"Taskin Ahmed","GJ Maxwell",1
"Taskin Ahmed","Haris Rauf",11
"Taskin Ahmed","Hasan Ali",2
"Taskin Ahmed","HH Pandya",11
"Taskin Ahmed","IS Sodhi",3
"Taskin Ahmed","JD Unadkat",4
"Taskin Ahmed","JJ Bumrah",8
"Taskin Ahmed","KA Maharaj",2
"Taskin Ahmed","LM Jongwe",2
"Taskin Ahmed","MA Starc",1
"Taskin Ahmed","Mohammad Naveed",1
"Taskin Ahmed","N Madziva",1
"Taskin Ahmed","PJ Cummins",1
"Taskin Ahmed","RA Jadeja",6
"Taskin Ahmed","SC Kuggeleijn",9
"Taskin Ahmed","SN Thakur",4
"Taskin Ahmed","T Shamsi",5
"Taskin Ahmed","TL Chatara",2
"Tauqeer Hussain","Asad Mohammad",3
"Tauqeer Hussain","Zohaib Sarwar",3
"TAW Patterson","AC Douglas",10
"TAW Patterson","C Pervez",2
"TAW Patterson","D Heyliger",3
"TAW Patterson","DC Stovell",2
"TAW Patterson","H Thaker",1
"TAW Patterson","NS Dhaliwal",1
"TAW Patterson","RJ Trott",4
"TB de Bruyn","AD Mathews",6
"TB de Bruyn","DAS Gunaratne",3
"TB de Bruyn","KMDN Kulasekara",5
"TB de Bruyn","RAS Lakmal",7
"TB de Bruyn","S Prasanna",5
"TB Sole","Bilal Khan",10
"TB Sole","BM Scholtz",1
"TB Sole","CJA Amini",2
"TB Sole","CO Obuya",5
"TB Sole","E Otieno",8
"TB Sole","Fayyaz Butt",3
"TB Sole","LN Oluoch",9
"TB Sole","N Pokana",1
"TB Sole","N Vanua",2
"TB Sole","Rohan Mustafa",6
"TB Sole","S Vijayakumar",2
"TB Sole","SO Ngoche",11
"TB Sole","TH David",9
"TC Barker","A Ashokan",9
"TC Barker","A Kheterpal",5
"TC Barker","A Nathwani",11
"TC Barker","Abdullah Akbarjan",10
"TC Barker","AG Weligamage",20
"TC Barker","Ali Waqar",29
"TC Barker","Aqib Iqbal",10
"TC Barker","Asad Ali Rehemtulla",12
"TC Barker","Ayyaz Qureshi",12
"TC Barker","Bilal Zalmai",9
"TC Barker","D Nikolov",12
"TC Barker","DV Varghese",12
"TC Barker","H Lakov",10
"TC Barker","HV Mandhyan",10
"TC Barker","J Albin",10
"TC Barker","M Kadyan",18
"TC Barker","Muhammad Siddiqui",2
"TC Barker","MWR Stokes",1
"TC Barker","Naveed Ahmed",16
"TC Barker","NL Ujawe",14
"TC Barker","P Mishra",17
"TC Barker","P Pustoslemsek",4
"TC Barker","P Taylor",15
"TC Barker","S Vashisht",10
"TC Barker","S Wickramasekara",1
"TC Barker","SA Mohandas",8
"TC Barker","Sahel Zadran",19
