"batsman1","bowler1","totalRuns"
"S Badrinath","A Kumble",7
"S Badrinath","A Mishra",18
"S Badrinath","A Mithun",7
"S Badrinath","A Nehra",19
"S Badrinath","A Singh",21
"S Badrinath","A Symonds",6
"S Badrinath","AB Agarkar",15
"S Badrinath","AB Dinda",7
"S Badrinath","AB McDonald",1
"S Badrinath","AC Thomas",8
"S Badrinath","AC Voges",6
"S Badrinath","AD Mascarenhas",7
"S Badrinath","AD Mathews",17
"S Badrinath","AJ Finch",7
"S Badrinath","AL Menaria",2
"S Badrinath","AM Nayar",34
"S Badrinath","AM Salvi",3
"S Badrinath","AN Ahmed",6
"S Badrinath","Ankit Sharma",1
"S Badrinath","B Akhil",1
"S Badrinath","B Kumar",22
"S Badrinath","B Lee",7
"S Badrinath","BA Bhatt",28
"S Badrinath","Bipul Sharma",1
"S Badrinath","BJ Hodge",12
"S Badrinath","DJ Bravo",30
"S Badrinath","DJ Harris",3
"S Badrinath","DL Vettori",10
"S Badrinath","DP Nannes",8
"S Badrinath","DR Smith",6
"S Badrinath","DS Kulkarni",32
"S Badrinath","DT Christian",9
"S Badrinath","DW Steyn",8
"S Badrinath","FH Edwards",1
"S Badrinath","GB Hogg",1
"S Badrinath","Harbhajan Singh",36
"S Badrinath","Harmeet Singh",13
"S Badrinath","I Sharma",14
"S Badrinath","IK Pathan",29
"S Badrinath","Iqbal Abdulla",7
"S Badrinath","J Syed Mohammad",3
"S Badrinath","J Theron",18
"S Badrinath","JD Ryder",11
"S Badrinath","JD Unadkat",1
"S Badrinath","JE Taylor",12
"S Badrinath","JH Kallis",11
"S Badrinath","JJ van der Wath",5
"S Badrinath","JP Duminy",3
"S Badrinath","JR Hopes",38
"S Badrinath","KA Pollard",41
"S Badrinath","Kamran Khan",5
"S Badrinath","KK Cooper",3
"S Badrinath","KP Pietersen",8
"S Badrinath","KW Richardson",2
"S Badrinath","L Balaji",22
"S Badrinath","LR Shukla",6
"S Badrinath","M Kartik",64
"S Badrinath","M Morkel",6
"S Badrinath","MA Khote",2
"S Badrinath","MM Patel",29
"S Badrinath","MN Samuels",12
"S Badrinath","MR Marsh",7
"S Badrinath","MS Gony",6
"S Badrinath","NLTC Perera",4
"S Badrinath","P Awana",5
"S Badrinath","P Kumar",7
"S Badrinath","PJ Sangwan",24
"S Badrinath","PP Chawla",31
"S Badrinath","PP Ojha",28
"S Badrinath","R Bhatia",21
"S Badrinath","R McLaren",28
"S Badrinath","R Sathish",6
"S Badrinath","R Sharma",38
"S Badrinath","R Vinay Kumar",26
"S Badrinath","RA Jadeja",4
"S Badrinath","RE van der Merwe",1
"S Badrinath","RG Sharma",13
"S Badrinath","RJ Harris",10
"S Badrinath","RP Singh",17
"S Badrinath","RR Powar",17
"S Badrinath","RR Raje",23
"S Badrinath","RV Gomez",3
"S Badrinath","S Aravind",7
"S Badrinath","S Nadeem",18
"S Badrinath","S Narwal",5
"S Badrinath","S Sreesanth",16
"S Badrinath","SE Bond",6
"S Badrinath","Shoaib Ahmed",3
"S Badrinath","Shoaib Malik",3
"S Badrinath","SK Trivedi",24
"S Badrinath","SK Warne",14
"S Badrinath","SL Malinga",37
"S Badrinath","SM Harwood",20
"S Badrinath","Sohail Tanvir",6
"S Badrinath","SP Narine",2
"S Badrinath","SR Watson",12
"S Badrinath","SW Tait",1
"S Badrinath","TM Dilshan",19
"S Badrinath","TP Sudhindra",13
"S Badrinath","UT Yadav",4
"S Badrinath","V Kohli",11
"S Badrinath","V Sehwag",6
"S Badrinath","VR Aaron",7
"S Badrinath","VRV Singh",28
"S Badrinath","VY Mahesh",5
"S Badrinath","WPUJC Vaas",4
"S Badrinath","Y Venugopal Rao",4
"S Badrinath","YK Pathan",31
"S Badrinath","Yuvraj Singh",17
"S Badrinath","Z Khan",13
"S Chanderpaul","A Nehra",10
"S Chanderpaul","AB Dinda",2
"S Chanderpaul","DS Kulkarni",4
"S Chanderpaul","I Sharma",5
"S Chanderpaul","SM Pollock",2
"S Chanderpaul","Sohail Tanvir",1
"S Chanderpaul","SR Watson",1
"S Dhawan","A Chandila",11
"S Dhawan","A Choudhary",3
"S Dhawan","A Mishra",39
"S Dhawan","A Mithun",12
"S Dhawan","A Nehra",42
"S Dhawan","A Nel",7
"S Dhawan","A Nortje",3
"S Dhawan","A Singh",17
"S Dhawan","A Symonds",11
"S Dhawan","A Zampa",3
"S Dhawan","AB Agarkar",17
"S Dhawan","AB Dinda",33
"S Dhawan","Abhishek Sharma",14
"S Dhawan","AC Thomas",2
"S Dhawan","AD Mathews",25
"S Dhawan","AD Russell",58
"S Dhawan","AF Milne",3
"S Dhawan","AM Nayar",2
"S Dhawan","AM Salvi",6
"S Dhawan","AN Ahmed",25
"S Dhawan","Anureet Singh",26
"S Dhawan","AR Patel",14
"S Dhawan","Arshdeep Singh",22
"S Dhawan","AS Joseph",18
"S Dhawan","AS Rajpoot",13
"S Dhawan","Avesh Khan",8
"S Dhawan","Azhar Mahmood",12
"S Dhawan","B Kumar",50
"S Dhawan","B Laughlin",12
"S Dhawan","B Lee",36
"S Dhawan","BA Bhatt",22
"S Dhawan","BA Stokes",31
"S Dhawan","Basil Thampi",17
"S Dhawan","BAW Mendis",6
"S Dhawan","BB Sran",6
"S Dhawan","BCJ Cutting",11
"S Dhawan","BE Hendricks",10
"S Dhawan","BJ Hodge",2
"S Dhawan","BW Hilfenhaus",15
"S Dhawan","C Munro",6
"S Dhawan","C Sakariya",8
"S Dhawan","CH Gayle",20
"S Dhawan","CH Morris",54
"S Dhawan","CJ Anderson",1
"S Dhawan","CJ Jordan",11
"S Dhawan","CK Kapugedera",10
"S Dhawan","CR Brathwaite",13
"S Dhawan","CR Woakes",12
"S Dhawan","CV Varun",30
"S Dhawan","D Salunkhe",3
"S Dhawan","D Wiese",4
"S Dhawan","DE Bollinger",17
"S Dhawan","DJ Bravo",132
"S Dhawan","DJ Hooda",45
"S Dhawan","DJ Hussey",8
"S Dhawan","DJ Willey",35
"S Dhawan","DJG Sammy",8
"S Dhawan","DJM Short",8
"S Dhawan","DL Chahar",87
"S Dhawan","DP Vijaykumar",5
"S Dhawan","DR Sams",5
"S Dhawan","DR Smith",10
"S Dhawan","DS Kulkarni",127
"S Dhawan","DT Christian",7
"S Dhawan","DW Steyn",7
"S Dhawan","GB Hogg",17
"S Dhawan","GC Viljoen",14
"S Dhawan","GHS Garton",7
"S Dhawan","GJ Maxwell",76
"S Dhawan","Gurkeerat Singh",2
"S Dhawan","Harbhajan Singh",147
"S Dhawan","Harpreet Brar",18
"S Dhawan","HH Pandya",35
"S Dhawan","HV Patel",42
"S Dhawan","I Sharma",30
"S Dhawan","I Udana",14
"S Dhawan","IC Pandey",2
"S Dhawan","IK Pathan",56
"S Dhawan","Imran Tahir",11
"S Dhawan","Iqbal Abdulla",15
"S Dhawan","J Botha",22
"S Dhawan","J Suchith",32
"S Dhawan","J Syed Mohammad",6
"S Dhawan","J Yadav",54
"S Dhawan","JA Morkel",51
"S Dhawan","JA Richardson",13
"S Dhawan","Jalaj S Saxena",17
"S Dhawan","Jaskaran Singh",2
"S Dhawan","JC Archer",6
"S Dhawan","JD Unadkat",70
"S Dhawan","JDP Oram",17
"S Dhawan","JDS Neesham",9
"S Dhawan","JEC Franklin",6
"S Dhawan","JH Kallis",43
"S Dhawan","JJ Bumrah",105
"S Dhawan","JJ van der Wath",9
"S Dhawan","JL Pattinson",6
"S Dhawan","JO Holder",47
"S Dhawan","Joginder Sharma",23
"S Dhawan","JP Duminy",12
"S Dhawan","JP Faulkner",23
"S Dhawan","JPR Scantlebury-Searles",5
"S Dhawan","JR Hazlewood",19
"S Dhawan","JW Hastings",1
"S Dhawan","K Goel",6
"S Dhawan","K Gowtham",13
"S Dhawan","K Rabada",6
"S Dhawan","KA Pollard",22
"S Dhawan","KAJ Roach",8
"S Dhawan","Kartik Tyagi",18
"S Dhawan","KC Cariappa",18
"S Dhawan","KH Pandya",29
"S Dhawan","KJ Abbott",19
"S Dhawan","KK Ahmed",22
"S Dhawan","KK Cooper",3
"S Dhawan","KP Pietersen",13
"S Dhawan","Kuldeep Yadav",34
"S Dhawan","KV Sharma",44
"S Dhawan","KW Richardson",19
"S Dhawan","L Balaji",50
"S Dhawan","L Ngidi",5
"S Dhawan","Lalit Yadav",11
"S Dhawan","LE Plunkett",13
"S Dhawan","LH Ferguson",53
"S Dhawan","M Ashwin",50
"S Dhawan","M Jansen",1
"S Dhawan","M Kartik",2
"S Dhawan","M Markande",6
"S Dhawan","M Morkel",79
"S Dhawan","M Muralitharan",36
"S Dhawan","M Ntini",2
"S Dhawan","M Prasidh Krishna",65
"S Dhawan","M Vijay",2
"S Dhawan","MA Starc",20
"S Dhawan","MG Johnson",22
"S Dhawan","MJ McClenaghan",69
"S Dhawan","MJ Santner",2
"S Dhawan","MK Lomror",5
"S Dhawan","MM Ali",18
"S Dhawan","MM Patel",40
"S Dhawan","MM Sharma",62
"S Dhawan","MN Samuels",17
"S Dhawan","Mohammad Nabi",16
"S Dhawan","Mohammed Shami",113
"S Dhawan","Mohammed Siraj",35
"S Dhawan","MP Stoinis",10
"S Dhawan","MR Marsh",16
"S Dhawan","MS Gony",9
"S Dhawan","Mujeeb Ur Rahman",7
"S Dhawan","Mustafizur Rahman",7
"S Dhawan","N Rana",12
"S Dhawan","NA Saini",19
"S Dhawan","NLTC Perera",16
"S Dhawan","NM Coulter-Nile",15
"S Dhawan","O Thomas",9
"S Dhawan","P Amarnath",11
"S Dhawan","P Awana",20
"S Dhawan","P Kumar",78
"S Dhawan","P Negi",26
"S Dhawan","P Parameswaran",28
"S Dhawan","Pankaj Singh",6
"S Dhawan","Parvez Rasool",5
"S Dhawan","PC Valthaty",9
"S Dhawan","PJ Cummins",31
"S Dhawan","PJ Sangwan",49
"S Dhawan","PM Sarvesh Kumar",4
"S Dhawan","PP Chawla",92
"S Dhawan","PP Ojha",51
"S Dhawan","PV Tambe",27
"S Dhawan","PWH de Silva",3
"S Dhawan","R Ashwin",71
"S Dhawan","R Bhatia",46
"S Dhawan","R Dhawan",12
"S Dhawan","R McLaren",21
"S Dhawan","R Parag",2
"S Dhawan","R Sharma",10
"S Dhawan","R Tewatia",12
"S Dhawan","R Vinay Kumar",24
"S Dhawan","RA Jadeja",119
"S Dhawan","Rashid Khan",40
"S Dhawan","Rasikh Salam",6
"S Dhawan","Ravi Bishnoi",36
"S Dhawan","RD Chahar",47
"S Dhawan","RG More",5
"S Dhawan","RG Sharma",5
"S Dhawan","RJ Harris",47
"S Dhawan","RN ten Doeschate",1
"S Dhawan","RP Meredith",32
"S Dhawan","RP Singh",48
"S Dhawan","RR Powar",15
"S Dhawan","RS Bopara",2
"S Dhawan","S Aravind",8
"S Dhawan","S Dube",2
"S Dhawan","S Gopal",41
"S Dhawan","S Kaul",4
"S Dhawan","S Kaushik",8
"S Dhawan","S Nadeem",46
"S Dhawan","S Randiv",5
"S Dhawan","S Sandeep Warrier",13
"S Dhawan","S Sreesanth",1
"S Dhawan","S Tyagi",4
"S Dhawan","SA Abbott",10
"S Dhawan","Sandeep Sharma",82
"S Dhawan","SB Bangar",3
"S Dhawan","SB Jakati",27
"S Dhawan","SB Joshi",7
"S Dhawan","SB Styris",19
"S Dhawan","SE Bond",24
"S Dhawan","Shahbaz Ahmed",10
"S Dhawan","Shahid Afridi",15
"S Dhawan","Shakib Al Hasan",23
"S Dhawan","Shivam Mavi",14
"S Dhawan","Shivam Sharma",3
"S Dhawan","SJ Srivastava",1
"S Dhawan","SK Raina",29
"S Dhawan","SK Trivedi",46
"S Dhawan","SK Warne",7
"S Dhawan","SL Malinga",85
"S Dhawan","SM Curran",59
"S Dhawan","SM Pollock",6
"S Dhawan","SN Thakur",74
"S Dhawan","Sohail Tanvir",2
"S Dhawan","SP Narine",85
"S Dhawan","SR Watson",62
"S Dhawan","ST Jayasuriya",3
"S Dhawan","STR Binny",11
"S Dhawan","SW Tait",12
"S Dhawan","T Natarajan",6
"S Dhawan","T Thushara",1
"S Dhawan","TA Boult",68
"S Dhawan","TG Southee",42
"S Dhawan","TM Dilshan",1
"S Dhawan","TM Head",3
"S Dhawan","TS Mills",17
"S Dhawan","Umran Malik",3
"S Dhawan","UT Yadav",95
"S Dhawan","V Kohli",6
"S Dhawan","V Shankar",15
"S Dhawan","VR Aaron",43
"S Dhawan","VS Malik",30
"S Dhawan","Washington Sundar",36
"S Dhawan","WD Parnell",40
"S Dhawan","WPUJC Vaas",1
"S Dhawan","Y Venugopal Rao",15
"S Dhawan","YK Pathan",42
"S Dhawan","YS Chahal",73
"S Dhawan","Yuvraj Singh",2
"S Dhawan","Z Khan",44
"S Dube","A Mishra",5
"S Dube","A Nortje",7
"S Dube","AD Russell",2
"S Dube","AJ Tye",2
"S Dube","AK Markram",1
"S Dube","AR Patel",9
"S Dube","Arshdeep Singh",16
"S Dube","AS Joseph",9
"S Dube","Avesh Khan",1
"S Dube","B Kumar",2
"S Dube","CJ Jordan",4
"S Dube","CR Woakes",1
"S Dube","CV Varun",14
"S Dube","DJ Bravo",1
"S Dube","DJ Hooda",11
"S Dube","DR Sams",14
"S Dube","GJ Maxwell",14
"S Dube","HV Patel",6
"S Dube","J Yadav",8
"S Dube","JA Richardson",8
"S Dube","JDS Neesham",9
"S Dube","JJ Bumrah",10
"S Dube","JL Pattinson",19
"S Dube","JO Holder",2
"S Dube","JR Hazlewood",28
"S Dube","K Rabada",23
"S Dube","KA Jamieson",3
"S Dube","KA Pollard",4
"S Dube","KH Pandya",10
"S Dube","KK Ahmed",1
"S Dube","KM Asif",9
"S Dube","Kuldeep Yadav",1
"S Dube","KV Sharma",5
"S Dube","KW Richardson",14
"S Dube","LH Ferguson",7
"S Dube","LS Livingstone",8
"S Dube","M Ashwin",11
"S Dube","MM Ali",16
"S Dube","Mohammed Shami",3
"S Dube","Mohammed Siraj",5
"S Dube","MR Marsh",7
"S Dube","NM Coulter-Nile",7
"S Dube","PJ Cummins",2
"S Dube","PWH de Silva",26
"S Dube","R Ashwin",8
"S Dube","R Dhawan",7
"S Dube","RA Jadeja",12
"S Dube","Rashid Khan",4
"S Dube","Ravi Bishnoi",18
"S Dube","RD Chahar",16
"S Dube","RP Meredith",18
"S Dube","S Lamichhane",8
"S Dube","S Nadeem",2
"S Dube","Sandeep Sharma",6
"S Dube","SE Rutherford",2
"S Dube","Shahbaz Ahmed",13
"S Dube","Shivam Mavi",4
"S Dube","SK Raina",2
"S Dube","SL Malinga",8
"S Dube","SM Curran",22
"S Dube","SN Thakur",45
"S Dube","SP Narine",19
"S Dube","T Natarajan",7
"S Dube","TA Boult",11
"S Dube","Washington Sundar",6
"S Dube","YS Chahal",14
"S Gopal","A Mishra",6
"S Gopal","A Nortje",1
"S Gopal","AD Russell",5
"S Gopal","AJ Tye",8
"S Gopal","AR Patel",7
"S Gopal","AS Rajpoot",13
"S Gopal","B Kumar",9
"S Gopal","CH Morris",1
"S Gopal","CV Varun",6
"S Gopal","DL Chahar",6
"S Gopal","HH Pandya",6
"S Gopal","HV Patel",8
"S Gopal","Imran Tahir",4
"S Gopal","JJ Bumrah",8
"S Gopal","K Rabada",1
"S Gopal","KL Nagarkoti",3
"S Gopal","KMA Paul",3
"S Gopal","KV Sharma",3
"S Gopal","M Ashwin",1
"S Gopal","MR Marsh",10
"S Gopal","N Rana",12
"S Gopal","PJ Cummins",2
"S Gopal","PP Chawla",1
"S Gopal","RA Jadeja",4
"S Gopal","Rashid Khan",8
"S Gopal","S Kaul",1
"S Gopal","Shivam Mavi",3
"S Gopal","SN Thakur",14
"S Gopal","SP Narine",14
"S Gopal","TU Deshpande",5
"S Gopal","WD Parnell",7
"S Kaul","DJ Bravo",4
"S Kaul","DS Kulkarni",1
"S Kaul","KK Cooper",1
"S Kaul","M Markande",2
"S Kaul","MM Sharma",3
"S Kaul","Shivam Mavi",1
"S Kaul","TA Boult",1
"S Kaul","TG Southee",7
"S Nadeem","A Nortje",2
"S Nadeem","AB Dinda",4
"S Nadeem","AD Mathews",2
"S Nadeem","AR Patel",2
"S Nadeem","Avesh Khan",1
"S Nadeem","B Lee",1
"S Nadeem","Iqbal Abdulla",2
"S Nadeem","JJ Bumrah",1
"S Nadeem","Karanveer Singh",1
"S Nadeem","Kuldeep Yadav",3
"S Nadeem","KV Sharma",4
"S Nadeem","P Negi",1
"S Nadeem","PP Ojha",1
"S Nadeem","R Ashwin",3
"S Nadeem","R Bhatia",1
"S Nadeem","RA Jadeja",2
"S Nadeem","SL Malinga",1
"S Nadeem","SN Thakur",1
"S Nadeem","SP Narine",6
"S Narwal","A Nehra",6
"S Narwal","AB McDonald",7
"S Narwal","M Morkel",3
"S Narwal","S Ladda",5
"S Narwal","T Thushara",2
"S Narwal","UT Yadav",14
"S Rana","A Nehra",2
"S Rana","AR Patel",1
"S Rana","B Kumar",1
"S Rana","B Lee",1
"S Rana","DW Steyn",7
"S Rana","IK Pathan",4
"S Rana","Imran Tahir",2
"S Rana","JH Kallis",10
"S Rana","KW Richardson",3
"S Rana","L Balaji",12
"S Rana","MM Sharma",3
"S Rana","Mohammed Shami",5
"S Rana","R Bhatia",1
"S Rana","R Shukla",6
"S Rana","R Vinay Kumar",9
"S Rana","RA Jadeja",1
"S Rana","S Kaul",2
"S Rana","Sandeep Sharma",9
"S Rana","SP Narine",1
"S Rana","UT Yadav",9
"S Rana","YK Pathan",2
"S Randiv","SL Malinga",2
"S Sohal","A Nehra",1
"S Sohal","AB Dinda",26
"S Sohal","B Kumar",3
"S Sohal","B Lee",2
"S Sohal","CH Gayle",9
"S Sohal","DE Bollinger",11
"S Sohal","DJ Bravo",13
"S Sohal","DL Vettori",4
"S Sohal","DS Kulkarni",18
"S Sohal","Harbhajan Singh",6
"S Sohal","I Sharma",2
"S Sohal","IK Pathan",14
"S Sohal","Iqbal Abdulla",10
"S Sohal","JA Morkel",22
"S Sohal","JJ van der Wath",4
"S Sohal","JR Hopes",11
"S Sohal","L Balaji",14
"S Sohal","M Morkel",16
"S Sohal","MM Patel",11
"S Sohal","MR Marsh",12
"S Sohal","MS Gony",2
"S Sohal","P Kumar",6
"S Sohal","R Ashwin",9
"S Sohal","R Ninan",9
"S Sohal","R Sharma",10
"S Sohal","RJ Harris",20
"S Sohal","RP Singh",14
"S Sohal","S Aravind",15
"S Sohal","S Nadeem",5
"S Sohal","S Randiv",11
"S Sohal","SB Jakati",5
"S Sohal","Shoaib Ahmed",7
"S Sohal","SL Malinga",14
"S Sohal","T Thushara",1
"S Sohal","TL Suman",10
"S Sohal","WD Parnell",6
"S Sohal","Y Nagar",4
"S Sohal","Yuvraj Singh",3
"S Sohal","Z Khan",6
"S Sreesanth","AC Thomas",1
"S Sreesanth","DP Nannes",5
"S Sreesanth","Jaskaran Singh",12
"S Sreesanth","JH Kallis",1
"S Sreesanth","MF Maharoof",1
"S Sreesanth","PJ Sangwan",9
"S Sreesanth","SK Trivedi",4
"S Sreesanth","SL Malinga",1
"S Sriram","AB Agarkar",6
"S Sriram","AB Dinda",2
"S Sriram","AD Mathews",8
"S Sriram","BAW Mendis",5
"S Sriram","I Sharma",6
"S Sriram","PC Valthaty",4
"S Tyagi","A Symonds",2
"S Tyagi","RP Singh",1
"S Vidyut","A Nehra",12
"S Vidyut","GD McGrath",14
"S Vidyut","IK Pathan",5
"S Vidyut","MM Patel",3
"S Vidyut","Mohammad Asif",20
"S Vidyut","PJ Sangwan",17
"S Vidyut","S Sreesanth",9
"S Vidyut","Shoaib Malik",8
"S Vidyut","SM Pollock",4
"S Vidyut","Sohail Tanvir",1
"S Vidyut","SR Watson",17
"S Vidyut","V Sehwag",13
"S Vidyut","VY Mahesh",22
"SA Abbott","A Nortje",1
"SA Abbott","B Kumar",2
"SA Abbott","KK Ahmed",6
"SA Abbott","P Kumar",12
"SA Abbott","YK Pathan",1
"SA Asnodkar","A Kumble",7
"SA Asnodkar","A Nehra",6
"SA Asnodkar","A Symonds",21
"SA Asnodkar","AB Agarkar",27
"SA Asnodkar","AB Dinda",11
"SA Asnodkar","Abdur Razzak",1
"SA Asnodkar","CK Langeveldt",4
"SA Asnodkar","CRD Fernando",1
"SA Asnodkar","DJ Bravo",6
"SA Asnodkar","DJ Hussey",5
"SA Asnodkar","DR Smith",8
"SA Asnodkar","DS Kulkarni",9
"SA Asnodkar","GD McGrath",7
"SA Asnodkar","I Sharma",11
"SA Asnodkar","JA Morkel",12
"SA Asnodkar","JDP Oram",14
"SA Asnodkar","JH Kallis",14
"SA Asnodkar","L Balaji",7
"SA Asnodkar","M Muralitharan",13
"SA Asnodkar","M Ntini",19
"SA Asnodkar","MF Maharoof",6
"SA Asnodkar","Mohammad Asif",16
"SA Asnodkar","MS Gony",56
"SA Asnodkar","P Kumar",20
"SA Asnodkar","PJ Sangwan",10
"SA Asnodkar","PP Ojha",12
"SA Asnodkar","RG Sharma",1
"SA Asnodkar","RJ Harris",1
"SA Asnodkar","RP Singh",8
"SA Asnodkar","RR Powar",3
"SA Asnodkar","RR Raje",4
"SA Asnodkar","S Tyagi",9
"SA Asnodkar","SB Jakati",1
"SA Asnodkar","SC Ganguly",9
"SA Asnodkar","SK Raina",6
"SA Asnodkar","SM Pollock",21
"SA Asnodkar","ST Jayasuriya",4
"SA Asnodkar","Umar Gul",2
"SA Asnodkar","V Kohli",8
"SA Asnodkar","VY Mahesh",15
"SA Asnodkar","Z Khan",8
"SA Yadav","A Mishra",23
"SA Yadav","A Nehra",4
"SA Yadav","A Nortje",18
"SA Yadav","AB Dinda",7
"SA Yadav","AD Mathews",2
"SA Yadav","AD Russell",29
"SA Yadav","AJ Tye",6
"SA Yadav","Ankit Sharma",4
"SA Yadav","AR Patel",53
"SA Yadav","Arshdeep Singh",26
"SA Yadav","AS Rajpoot",79
"SA Yadav","Avesh Khan",2
"SA Yadav","B Kumar",20
"SA Yadav","B Stanlake",5
"SA Yadav","BA Stokes",15
"SA Yadav","Basil Thampi",3
"SA Yadav","BB Sran",8
"SA Yadav","BCJ Cutting",6
"SA Yadav","BE Hendricks",4
"SA Yadav","Bipul Sharma",3
"SA Yadav","C de Grandhomme",14
"SA Yadav","C Sakariya",5
"SA Yadav","CH Morris",18
"SA Yadav","CJ Anderson",13
"SA Yadav","CR Brathwaite",15
"SA Yadav","CV Varun",20
"SA Yadav","DJ Bravo",47
"SA Yadav","DJ Hooda",1
"SA Yadav","DL Chahar",56
"SA Yadav","DR Sams",6
"SA Yadav","DR Smith",2
"SA Yadav","DS Kulkarni",34
"SA Yadav","DT Christian",15
"SA Yadav","DW Steyn",19
"SA Yadav","FA Allen",5
"SA Yadav","GC Viljoen",17
"SA Yadav","GJ Maxwell",12
"SA Yadav","Gurkeerat Singh",3
"SA Yadav","Harbhajan Singh",75
"SA Yadav","HF Gurney",19
"SA Yadav","HH Pandya",4
"SA Yadav","HV Patel",28
"SA Yadav","IC Pandey",3
"SA Yadav","Imran Tahir",46
"SA Yadav","Iqbal Abdulla",7
"SA Yadav","JA Morkel",13
"SA Yadav","JC Archer",22
"SA Yadav","JD Unadkat",41
"SA Yadav","JJ Bumrah",27
"SA Yadav","JO Holder",27
"SA Yadav","JP Duminy",9
"SA Yadav","JP Faulkner",4
"SA Yadav","K Gowtham",24
"SA Yadav","K Rabada",55
"SA Yadav","K Yadav",4
"SA Yadav","KA Jamieson",12
"SA Yadav","Karanveer Singh",8
"SA Yadav","Kartik Tyagi",30
"SA Yadav","KH Pandya",35
"SA Yadav","KJ Abbott",1
"SA Yadav","KK Ahmed",8
"SA Yadav","KMA Paul",2
"SA Yadav","Kuldeep Yadav",33
"SA Yadav","KV Sharma",9
"SA Yadav","KW Richardson",2
"SA Yadav","L Balaji",8
"SA Yadav","LH Ferguson",9
"SA Yadav","M Ashwin",8
"SA Yadav","M Prasidh Krishna",46
"SA Yadav","MA Starc",12
"SA Yadav","MA Wood",1
"SA Yadav","MC Henriques",1
"SA Yadav","MG Johnson",42
"SA Yadav","MJ McClenaghan",3
"SA Yadav","MJ Santner",5
"SA Yadav","MM Ali",25
"SA Yadav","MM Sharma",18
"SA Yadav","Mohammad Nabi",41
"SA Yadav","Mohammed Shami",21
"SA Yadav","Mohammed Siraj",47
"SA Yadav","MP Stoinis",32
"SA Yadav","Mujeeb Ur Rahman",1
"SA Yadav","Mustafizur Rahman",15
"SA Yadav","N Rana",10
"SA Yadav","NLTC Perera",16
"SA Yadav","NM Coulter-Nile",13
"SA Yadav","P Dubey",5
"SA Yadav","P Kumar",2
"SA Yadav","P Negi",11
"SA Yadav","PJ Cummins",21
"SA Yadav","PJ Sangwan",1
"SA Yadav","PP Chawla",18
"SA Yadav","PV Tambe",11
"SA Yadav","PWH de Silva",10
"SA Yadav","R Ashwin",106
"SA Yadav","R Bhatia",9
"SA Yadav","R Dhawan",20
"SA Yadav","R Parag",12
"SA Yadav","R Tewatia",28
"SA Yadav","R Vinay Kumar",21
"SA Yadav","RA Jadeja",40
"SA Yadav","Rashid Khan",33
"SA Yadav","Rasikh Salam",6
"SA Yadav","Ravi Bishnoi",23
"SA Yadav","RD Chahar",5
"SA Yadav","S Aravind",11
"SA Yadav","S Badree",1
"SA Yadav","S Gopal",64
"SA Yadav","S Kaul",61
"SA Yadav","S Lamichhane",12
"SA Yadav","S Nadeem",23
"SA Yadav","S Sandeep Warrier",27
"SA Yadav","SA Abbott",5
"SA Yadav","Sandeep Sharma",32
"SA Yadav","SB Jakati",9
"SA Yadav","Shahbaz Ahmed",18
"SA Yadav","Shakib Al Hasan",28
"SA Yadav","Shivam Mavi",7
"SA Yadav","SK Raina",9
"SA Yadav","SL Malinga",15
"SA Yadav","SM Curran",7
"SA Yadav","SN Thakur",23
"SA Yadav","SP Narine",54
"SA Yadav","SR Watson",38
"SA Yadav","SS Cottrell",9
"SA Yadav","STR Binny",10
"SA Yadav","T Natarajan",5
"SA Yadav","T Shamsi",5
"SA Yadav","TA Boult",23
"SA Yadav","TG Southee",6
"SA Yadav","TK Curran",26
"SA Yadav","TS Mills",1
"SA Yadav","Umran Malik",18
"SA Yadav","UT Yadav",21
"SA Yadav","V Shankar",10
"SA Yadav","VR Aaron",2
"SA Yadav","Washington Sundar",5
"SA Yadav","YS Chahal",76
"SA Yadav","Z Khan",1
"Sachin Baby","Anureet Singh",3
"Sachin Baby","AR Patel",10
"Sachin Baby","B Kumar",14
"Sachin Baby","BB Sran",2
"Sachin Baby","BCJ Cutting",1
"Sachin Baby","Bipul Sharma",1
"Sachin Baby","CV Varun",2
"Sachin Baby","JJ Bumrah",2
"Sachin Baby","KA Pollard",16
"Sachin Baby","KC Cariappa",7
"Sachin Baby","LH Ferguson",4
"Sachin Baby","M Morkel",1
"Sachin Baby","M Prasidh Krishna",1
"Sachin Baby","MC Henriques",5
"Sachin Baby","MJ McClenaghan",2
"Sachin Baby","MM Sharma",6
"Sachin Baby","Mohammed Shami",7
"Sachin Baby","MP Stoinis",4
"Sachin Baby","Mustafizur Rahman",23
"Sachin Baby","PJ Cummins",4
"Sachin Baby","Sandeep Sharma",3
"Sachin Baby","SP Narine",1
"Sachin Baby","TG Southee",5
"Sachin Baby","UT Yadav",15
"Sachin Baby","Washington Sundar",1
"Sachin Baby","Z Khan",1
"Salman Butt","A Mishra",7
"Salman Butt","A Nehra",6
"Salman Butt","GD McGrath",6
"Salman Butt","IK Pathan",10
"Salman Butt","JA Morkel",11
"Salman Butt","L Balaji",13
"Salman Butt","M Muralitharan",26
"Salman Butt","M Ntini",11
"Salman Butt","MF Maharoof",6
"Salman Butt","MM Patel",17
"Salman Butt","MS Gony",12
"Salman Butt","PJ Sangwan",11
"Salman Butt","S Sreesanth",14
"Salman Butt","SM Pollock",7
"Salman Butt","Sohail Tanvir",1
"Salman Butt","SR Watson",13
